date,country,local,industry_sector,accident_level,potential_accident_level,gender,employee_type,critical_risk,description,year,month,day,weekday,weekofyear,season,severity_score,high_severity,date.1,time,factory,region,shift,workers,exp,training,temp,pressure,humidity,vibration,speed,age,service_days,gas,sparks,alarm,risk,accident,clean_description,root_causes,description_length,word_count,forecast_risk_probability,risk_category,recommendation
2016-05-19,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Others,"At the El Porvenir sub-station at level 4240, when assembling a metal structure (approximately 120 kg) with the support of a lifting system, three operators try to accommodate the structure to anchor it on its base, at this moment the Metallic structure slides in the direction of the injured worker's right hand, producing a slight right hand accretion between the head of the bolt and the base of the structure causing the injury. At the time of the accident the operators made use of their safety gloves.",2016,5,19,Thursday,20,Autumn,1,0,2023-03-30,18:45:00,Factory_B,Rural,Day,23.0,Junior,No,40.47,28.31,30.64,3.92,2937.21,16,130,5.93,3,Off,71.39,0,at the el porvenir sub station at level       when assembling a metal structure  approximately     kg  with the support of a lifting system  three operators try to accommodate the structure to anchor it on its base  at this moment the metallic structure slides in the direction of the injured worker s right hand  producing a slight right hand accretion between the head of the bolt and the base of the structure causing the injury  at the time of the accident the operators made use of their safety gloves,human_error,506,87,0.8933333333333333,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2016-05-18,Country_02,Local_05,Metals,I,III,Male,Employee,Others,"The employee was performing carbon steel pipe marking activity when his helmet was struck by a tube, causing a scalp wound due to the impact of the helmet's sheepskin.",2016,5,18,Wednesday,20,Autumn,1,0,2022-06-29,08:00:00,Factory_C,Urban,Night,27.0,Senior,No,32.57,24.04,68.01,0.11,2665.21,13,220,7.78,3,Off,62.79,0,the employee was performing carbon steel pipe marking activity when his helmet was struck by a tube  causing a scalp wound due to the impact of the helmet s sheepskin,other,166,30,0.9366666666666666,High Risk,Perform comprehensive industrial safety inspection.
2016-05-22,Country_02,Local_08,Metals,I,III,Male,Employee,Blocking and isolation of energies,"During the maintenance on the LX-P-205B pump, there was the projection of silicate pulp, reaching the right leg of the employee.",2016,5,22,Sunday,20,Autumn,1,0,2023-07-18,11:45:00,Factory_D,Rural,Night,37.0,Senior,No,18.01,21.87,65.45,1.99,2424.54,17,178,7.93,1,Off,43.9,0,during the maintenance on the lx p    b pump  there was the projection of silicate pulp  reaching the right leg of the employee,equipment_failure,127,23,0.93,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2016-05-20,Country_01,Local_06,Metals,I,I,Male,Third Party,Fall prevention (same level),"In circumstances that the collaborator Juveni performed the washing of the tabolas in the pot washing area, she suffers a feeling of dizziness and faintness causing the fall the same level and producing a slight concussion in the head.",2016,5,20,Friday,20,Autumn,1,0,2022-01-02,21:30:00,Factory_A,Industrial_Zone,Night,46.0,Junior,Yes,21.0,20.78,64.22,1.16,2688.3,15,165,7.34,0,Off,40.46,0,in circumstances that the collaborator juveni performed the washing of the tabolas in the pot washing area  she suffers a feeling of dizziness and faintness causing the fall the same level and producing a slight concussion in the head,fall_slip,234,39,0.9433333333333334,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-05-12,Country_01,Local_04,Mining,I,III,Male,Employee,Others,"Being 10:50 am. Approximately, in the workshop of mechanical maintenance (surface) Mr. Orlando of boltec) and his assistant Mr. Macedonio made the cut of the link to shorten the distance of the chain and hold the injection hose of resin, instant that the saw blade leaves its cutting position, affecting the second finger of the left hand causing the injury.",2016,5,12,Thursday,19,Autumn,1,0,2023-10-01,16:30:00,Factory_D,Urban,Day,18.0,Senior,Yes,13.8,13.67,56.12,1.87,1711.23,9,343,4.92,4,On,37.38,0,being       am  approximately  in the workshop of mechanical maintenance  surface  mr  orlando of boltec  and his assistant mr  macedonio made the cut of the link to shorten the distance of the chain and hold the injection hose of resin  instant that the saw blade leaves its cutting position  affecting the second finger of the left hand causing the injury,other,357,59,0.8866666666666667,High Risk,Perform comprehensive industrial safety inspection.
2016-05-25,Country_01,Local_04,Mining,II,III,Male,Employee,Others,"During the tests of the soft starter of the engine of belt 03 the collaborator Igor moves around the site and at approximately 19:45 pm falls into a trench for electric cables, (0.90m deep), the same as was found partially discovered.",2016,5,25,Wednesday,21,Autumn,2,0,2023-06-01,18:45:00,Factory_D,Urban,Night,42.0,Senior,No,32.85,28.47,77.46,2.06,3967.73,10,259,8.48,2,Off,64.72,0,during the tests of the soft starter of the engine of belt    the collaborator igor moves around the site and at approximately       pm falls into a trench for electric cables       m deep   the same as was found partially discovered,fall_slip,233,39,0.7033333333333334,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2016-05-27,Country_02,Local_02,Mining,I,V,Male,Employee,Others,"When checking voltage at the power outlet of the the plug and socket to make sure the connection was correct, when there was a small electrical arc in the power cord, causing a slight burn in the right hand wrist. The protection system acted immediately.",2016,5,27,Friday,21,Autumn,1,0,2022-10-22,17:45:00,Factory_C,Industrial_Zone,Night,34.0,Senior,No,10.61,14.89,38.91,0.4,1477.71,16,12,8.55,4,On,8.48,0,when checking voltage at the power outlet of the the plug and socket to make sure the connection was correct  when there was a small electrical arc in the power cord  causing a slight burn in the right hand wrist  the protection system acted immediately,electrical,253,45,0.9533333333333334,High Risk,Perform electrical safety audits and strengthen cable insulation inspections.
2016-05-25,Country_03,Local_10,Others,I,I,Male,Third Party,Bees,"The ground team coordinated by Prospector with his assistants: da Silva and Wila 14:45 p.m., in a prong opening to access and collect soil samples, Auxiliar came across some he tried to divert about 10 meters to the right of the place, but at the moment of the diversion he came across the marimbondo house in front of him, not giving time for any other action since the thugs were already agitated, da Silva 5 times: a sting in the head, another behind the neck and other 3 stings in the face. Since all have allergy tests, it was verified that there was no allergic reaction, washed the affected part and returned to normal activities.",2016,5,25,Wednesday,21,Autumn,1,0,2021-04-25,05:15:00,Factory_B,Industrial_Zone,Night,11.0,Junior,Yes,34.49,26.45,59.54,4.61,1143.39,3,92,4.63,4,On,53.03,0,the ground team coordinated by prospector with his assistants  da silva and wila       p m   in a prong opening to access and collect soil samples  auxiliar came across some he tried to divert about    meters to the right of the place  but at the moment of the diversion he came across the marimbondo house in front of him  not giving time for any other action since the thugs were already agitated  da silva   times  a sting in the head  another behind the neck and other   stings in the face  since all have allergy tests  it was verified that there was no allergic reaction  washed the affected part and returned to normal activities,other,636,112,0.7266666666666667,High Risk,Perform comprehensive industrial safety inspection.
2016-05-26,Country_03,Local_10,Others,I,I,Male,Third Party,Bees,"In the geological reconnaissance activity, in the farm of Mr. Lázaro, the team composed by Felipe and Divino de Morais, in normal activity encountered a ciliary forest, as they needed to enter the forest to verify a rock outcrop which was the front, the Divine realized the opening of the access with machete. At that moment, took a bite from his neck. There were no more attacks, no allergic reaction, and continued work normally. With the work completed, leaving the forest for the same access, the Divine assistant was attacked by a snake and suffered a sting in the forehead. At that moment they moved away from the area. It was verified that there was no type of allergic reaction and returned with normal activities.",2016,5,26,Thursday,21,Autumn,1,0,2021-09-13,14:30:00,Factory_D,Urban,Night,45.0,Junior,No,10.52,15.98,55.07,1.65,1924.03,9,72,6.33,3,On,17.78,0,in the geological reconnaissance activity  in the farm of mr  l zaro  the team composed by felipe and divino de morais  in normal activity encountered a ciliary forest  as they needed to enter the forest to verify a rock outcrop which was the front  the divine realized the opening of the access with machete  at that moment  took a bite from his neck  there were no more attacks  no allergic reaction  and continued work normally  with the work completed  leaving the forest for the same access  the divine assistant was attacked by a snake and suffered a sting in the forehead  at that moment they moved away from the area  it was verified that there was no type of allergic reaction and returned with normal activities,other,721,126,0.9533333333333334,High Risk,Perform comprehensive industrial safety inspection.
2016-05-26,Country_03,Local_10,Others,I,I,Male,Employee,Others,"In the geological reconnaissance activity, in the farm of Mr. Lázaro, the team composed by Felipe and Divino de Morais, in normal activity encountered a ciliary forest, as they needed to enter the forest to verify a rock outcrop which was the front, the Divine realized the opening of the access with machete. At that moment, took a bite from his neck. There were no more attacks, no allergic reaction, and continued work normally. With the work completed, leaving the forest for the same access, the Divine assistant was attacked by a snake and suffered a sting in the forehead. At that moment they moved away from the area. It was verified that there was no type of allergic reaction and returned with normal activities.",2016,5,26,Thursday,21,Autumn,1,0,2023-01-06,08:00:00,Factory_B,Urban,Night,21.0,Junior,No,24.28,22.26,30.0,1.45,1115.19,10,86,4.12,3,Off,43.78,0,in the geological reconnaissance activity  in the farm of mr  l zaro  the team composed by felipe and divino de morais  in normal activity encountered a ciliary forest  as they needed to enter the forest to verify a rock outcrop which was the front  the divine realized the opening of the access with machete  at that moment  took a bite from his neck  there were no more attacks  no allergic reaction  and continued work normally  with the work completed  leaving the forest for the same access  the divine assistant was attacked by a snake and suffered a sting in the forehead  at that moment they moved away from the area  it was verified that there was no type of allergic reaction and returned with normal activities,other,721,126,0.8833333333333333,High Risk,Perform comprehensive industrial safety inspection.
